"Perioden";"Regio's";"Vestiging in de gemeente /Vestiging vanuit een andere gemeente (aantal)";"Vestiging in de gemeente /Immigratie (aantal)";"Vertrek uit de gemeente/Vertrek naar andere gemeente (aantal)";"Vertrek uit de gemeente/Emigratie inclusief adm. correcties (aantal)"
"2016";"Sluis-Aardenburg";;;;
"2017";"Sluis-Aardenburg";;;;
"2018";"Sluis-Aardenburg";;;;
"2019";"Sluis-Aardenburg";;;;
"2020";"Sluis-Aardenburg";;;;
"2021";"Sluis-Aardenburg";;;;
"2022";"Sluis-Aardenburg";;;;
"2023";"Sluis-Aardenburg";;;;
"2002";"Smallingerland";1885;225;1950;156
"2003";"Smallingerland";2017;250;1914;210
"2004";"Smallingerland";2033;217;1821;214
"2005";"Smallingerland";2230;173;1929;160
"2006";"Smallingerland";2037;178;1999;278
"2007";"Smallingerland";1930;171;2029;184
"2008";"Smallingerland";1873;223;1845;206
"2009";"Smallingerland";1695;277;1810;174
"2010";"Smallingerland";1722;314;1867;161
"2011";"Smallingerland";1883;344;2056;228
"2012";"Smallingerland";1807;345;2049;210
"2013";"Smallingerland";1826;405;2172;149
"2014";"Smallingerland";2061;617;2406;198
"2015";"Smallingerland";1969;460;2553;162
"2016";"Smallingerland";2371;365;2309;175
"2017";"Smallingerland";2442;236;2371;140
"2018";"Smallingerland";2283;263;2366;171
"2019";"Smallingerland";2171;433;2232;147
"2020";"Smallingerland";2107;267;2358;133
"2021";"Smallingerland";2248;126;2332;198
"2022";"Smallingerland";2310;452;2268;197
"2023";"Smallingerland";2590;549;2261;230
"2002";"Sneek";1542;189;1361;111
"2003";"Sneek";1393;133;1416;184
"2004";"Sneek";1177;73;1191;83
"2005";"Sneek";1367;78;1271;115
"2006";"Sneek";1336;65;1266;106
"2007";"Sneek";1349;65;1267;70
"2008";"Sneek";1389;85;1314;112
"2009";"Sneek";1264;105;1170;107
"2010";"Sneek";1162;108;1048;74
"2011";"Sneek";;;;
"2012";"Sneek";;;;
"2013";"Sneek";;;;
"2014";"Sneek";;;;
"2015";"Sneek";;;;
"2016";"Sneek";;;;
"2017";"Sneek";;;;
"2018";"Sneek";;;;
"2019";"Sneek";;;;
"2020";"Sneek";;;;
"2021";"Sneek";;;;
"2022";"Sneek";;;;
"2023";"Sneek";;;;
"2002";"Soest";1732;257;1718;264
"2003";"Soest";1635;236;1752;210
"2004";"Soest";1923;199;1786;204
"2005";"Soest";1982;165;1780;294
"2006";"Soest";1868;220;1761;226
"2007";"Soest";1864;298;1807;262
"2008";"Soest";1903;296;1891;264
"2009";"Soest";1645;277;1754;250
"2010";"Soest";1562;224;1670;256
"2011";"Soest";1556;228;1568;226
"2012";"Soest";1586;246;1715;211
"2013";"Soest";1753;238;1690;271
"2014";"Soest";1893;210;1837;248
"2015";"Soest";2095;228;1988;237
"2016";"Soest";2472;233;2069;208
"2017";"Soest";2399;272;2184;241
"2018";"Soest";2283;336;2228;238
"2019";"Soest";2559;352;2256;225
"2020";"Soest";2641;285;2351;202
"2021";"Soest";2576;310;2414;222
"2022";"Soest";2371;450;2200;207
"2023";"Soest";2495;406;2310;279
"2002";"Someren";352;73;513;71
"2003";"Someren";314;48;543;102
"2004";"Someren";352;23;479;61
"2005";"Someren";359;39;407;41
"2006";"Someren";435;49;487;39
"2007";"Someren";483;63;417;72
"2008";"Someren";403;64;411;47
"2009";"Someren";444;48;449;49
"2010";"Someren";424;81;383;41
"2011";"Someren";504;226;457;36
"2012";"Someren";441;178;494;76
"2013";"Someren";553;139;519;142
"2014";"Someren";519;204;579;160
"2015";"Someren";629;248;533;166
"2016";"Someren";654;216;582;200
"2017";"Someren";717;226;646;220
"2018";"Someren";689;288;640;178
"2019";"Someren";603;209;607;184
"2020";"Someren";664;225;669;142
"2021";"Someren";858;207;645;180
"2022";"Someren";768;299;579;169
"2023";"Someren";703;184;631;175
"2002";"Son en Breugel";716;90;585;97
"2003";"Son en Breugel";597;55;582;92
"2004";"Son en Breugel";543;69;565;69
"2005";"Son en Breugel";588;72;495;83
"2006";"Son en Breugel";552;59;579;92
"2007";"Son en Breugel";625;68;529;65
"2008";"Son en Breugel";557;69;573;47
"2009";"Son en Breugel";451;70;478;55
"2010";"Son en Breugel";537;73;494;55
"2011";"Son en Breugel";599;64;441;61
"2012";"Son en Breugel";776;59;476;52
"2013";"Son en Breugel";596;79;517;77
"2014";"Son en Breugel";656;82;578;73
"2015";"Son en Breugel";644;71;579;68
"2016";"Son en Breugel";845;72;632;72
"2017";"Son en Breugel";849;66;732;54
"2018";"Son en Breugel";891;84;726;63
"2019";"Son en Breugel";954;143;608;61
"2020";"Son en Breugel";954;79;729;61
"2021";"Son en Breugel";928;100;745;64
"2022";"Son en Breugel";833;201;687;89
"2023";"Son en Breugel";699;107;713;108
"2002";"Spijkenisse";3156;317;3064;497
"2003";"Spijkenisse";2525;308;2937;537
"2004";"Spijkenisse";2429;252;3063;500
"2005";"Spijkenisse";2547;241;2918;462
"2006";"Spijkenisse";2412;193;2999;516
"2007";"Spijkenisse";2137;214;3017;383
"2008";"Spijkenisse";2119;260;2978;324
"2009";"Spijkenisse";2284;302;2798;211
"2010";"Spijkenisse";2432;294;2672;364
"2011";"Spijkenisse";2220;271;2298;450
"2012";"Spijkenisse";2464;267;2355;424
"2013";"Spijkenisse";2407;283;2294;377
"2014";"Spijkenisse";2322;295;2354;300
"2015";"Spijkenisse";;;;
"2016";"Spijkenisse";;;;
"2017";"Spijkenisse";;;;
"2018";"Spijkenisse";;;;
"2019";"Spijkenisse";;;;
"2020";"Spijkenisse";;;;
"2021";"Spijkenisse";;;;
"2022";"Spijkenisse";;;;
"2023";"Spijkenisse";;;;
"2002";"Stadskanaal";1254;196;1275;120
"2003";"Stadskanaal";1381;234;1462;86
"2004";"Stadskanaal";1293;142;1170;176
"2005";"Stadskanaal";1698;101;1324;113
"2006";"Stadskanaal";1545;126;1364;289
"2007";"Stadskanaal";1243;124;1515;149
"2008";"Stadskanaal";1312;185;1707;118
"2009";"Stadskanaal";1164;287;1329;143
"2010";"Stadskanaal";1042;215;1287;160
"2011";"Stadskanaal";1161;163;1267;150
"2012";"Stadskanaal";1188;178;1343;60
"2013";"Stadskanaal";1050;404;1356;83
"2014";"Stadskanaal";1039;521;1566;102
"2015";"Stadskanaal";1285;886;1893;138
"2016";"Stadskanaal";1466;392;2018;101
"2017";"Stadskanaal";1695;194;1581;153
"2018";"Stadskanaal";1385;128;1619;179
"2019";"Stadskanaal";1383;104;1302;110
"2020";"Stadskanaal";1579;84;1342;59
"2021";"Stadskanaal";1894;63;1624;44
"2022";"Stadskanaal";1785;451;1652;111
"2023";"Stadskanaal";1603;308;1573;199
"2002";"Staphorst";303;19;375;16
"2003";"Staphorst";308;16;400;8
"2004";"Staphorst";273;33;404;34
"2005";"Staphorst";317;14;421;11
"2006";"Staphorst";398;33;465;21
"2007";"Staphorst";356;40;433;29
"2008";"Staphorst";369;17;483;24
"2009";"Staphorst";370;36;430;26
"2010";"Staphorst";302;39;428;22
"2011";"Staphorst";368;46;475;36
"2012";"Staphorst";407;37;500;37
"2013";"Staphorst";443;43;475;44
"2014";"Staphorst";411;49;495;45
"2015";"Staphorst";440;39;461;43
"2016";"Staphorst";528;36;523;33
"2017";"Staphorst";606;45;596;39
"2018";"Staphorst";622;63;562;32
"2019";"Staphorst";554;66;589;39
"2020";"Staphorst";541;60;588;32
"2021";"Staphorst";513;39;610;36
"2022";"Staphorst";571;294;564;83
"2023";"Staphorst";541;231;663;105
"2002";"Stede Broec";858;65;915;57
"2003";"Stede Broec";865;85;754;81
"2004";"Stede Broec";863;54;810;85
"2005";"Stede Broec";816;54;876;79
"2006";"Stede Broec";863;65;972;88
"2007";"Stede Broec";780;78;837;56
"2008";"Stede Broec";689;128;883;105
"2009";"Stede Broec";629;123;765;75
"2010";"Stede Broec";702;99;702;73
"2011";"Stede Broec";763;89;749;75
"2012";"Stede Broec";725;118;858;89
"2013";"Stede Broec";752;103;816;70
"2014";"Stede Broec";822;132;894;115
"2015";"Stede Broec";807;153;930;89
"2016";"Stede Broec";933;140;991;94
"2017";"Stede Broec";1038;122;991;92
"2018";"Stede Broec";972;107;988;82
"2019";"Stede Broec";905;144;949;97
"2020";"Stede Broec";947;152;973;121
"2021";"Stede Broec";936;145;812;91
"2022";"Stede Broec";964;307;951;150
"2023";"Stede Broec";1028;154;933;156
"2002";"Steenbergen";873;67;859;101
"2003";"Steenbergen";881;54;803;57
"2004";"Steenbergen";793;55;886;78
"2005";"Steenbergen";683;72;742;118
"2006";"Steenbergen";699;63;763;70
"2007";"Steenbergen";713;86;810;57
"2008";"Steenbergen";752;125;806;63
"2009";"Steenbergen";741;83;751;73
"2010";"Steenbergen";672;117;688;88
"2011";"Steenbergen";713;149;724;57
"2012";"Steenbergen";699;165;696;123
"2013";"Steenbergen";665;208;771;109
"2014";"Steenbergen";744;527;820;156
"2015";"Steenbergen";762;380;874;410
"2016";"Steenbergen";805;951;870;377
"2017";"Steenbergen";962;1652;997;747
"2018";"Steenbergen";1065;1437;979;1204
"2019";"Steenbergen";1038;675;996;1318
"2020";"Steenbergen";1019;372;1025;412
"2021";"Steenbergen";1178;399;1014;505
"2022";"Steenbergen";1083;472;867;353
"2023";"Steenbergen";951;334;887;424
"2002";"Steenderen";183;12;184;4
"2003";"Steenderen";175;13;196;5
"2004";"Steenderen";189;8;200;5
"2005";"Steenderen";;;;
"2006";"Steenderen";;;;
"2007";"Steenderen";;;;
"2008";"Steenderen";;;;
"2009";"Steenderen";;;;
"2010";"Steenderen";;;;
"2011";"Steenderen";;;;
"2012";"Steenderen";;;;
"2013";"Steenderen";;;;
"2014";"Steenderen";;;;
"2015";"Steenderen";;;;
"2016";"Steenderen";;;;
"2017";"Steenderen";;;;
"2018";"Steenderen";;;;
"2019";"Steenderen";;;;
"2020";"Steenderen";;;;
"2021";"Steenderen";;;;
"2022";"Steenderen";;;;
"2023";"Steenderen";;;;
"2002";"Steenwijk";1568;222;1352;177
"2003";"Steenwijk";;;;
"2004";"Steenwijk";;;;
"2005";"Steenwijk";;;;
"2006";"Steenwijk";;;;
"2007";"Steenwijk";;;;
"2008";"Steenwijk";;;;
"2009";"Steenwijk";;;;
"2010";"Steenwijk";;;;
"2011";"Steenwijk";;;;
"2012";"Steenwijk";;;;
"2013";"Steenwijk";;;;
"2014";"Steenwijk";;;;
"2015";"Steenwijk";;;;
"2016";"Steenwijk";;;;
"2017";"Steenwijk";;;;
"2018";"Steenwijk";;;;
"2019";"Steenwijk";;;;
"2020";"Steenwijk";;;;
"2021";"Steenwijk";;;;
"2022";"Steenwijk";;;;
"2023";"Steenwijk";;;;
"2002";"Steenwijkerland";;;;
"2003";"Steenwijkerland";1866;122;1425;176
"2004";"Steenwijkerland";1498;82;1561;171
"2005";"Steenwijkerland";1529;95;1368;120
"2006";"Steenwijkerland";1434;86;1474;117
"2007";"Steenwijkerland";1395;94;1340;106
"2008";"Steenwijkerland";1276;156;1453;98
"2009";"Steenwijkerland";1148;104;1194;123
"2010";"Steenwijkerland";1203;130;1214;90
"2011";"Steenwijkerland";1262;171;1204;114
"2012";"Steenwijkerland";1207;135;1208;133
"2013";"Steenwijkerland";1211;110;1310;133
"2014";"Steenwijkerland";1231;168;1444;120
"2015";"Steenwijkerland";1384;156;1320;112
"2016";"Steenwijkerland";1595;166;1478;139
"2017";"Steenwijkerland";1805;164;1535;122
"2018";"Steenwijkerland";1762;224;1689;106
"2019";"Steenwijkerland";1816;198;1614;156
"2020";"Steenwijkerland";1944;168;1727;113
"2021";"Steenwijkerland";1993;200;1609;118
"2022";"Steenwijkerland";1815;606;1507;194
"2023";"Steenwijkerland";1699;434;1676;255
"2002";"Stein (L.)";889;92;816;118
"2003";"Stein (L.)";830;82;825;117
"2004";"Stein (L.)";935;78;758;99
"2005";"Stein (L.)";750;83;851;156
"2006";"Stein (L.)";652;92;962;138
"2007";"Stein (L.)";728;101;950;124
"2008";"Stein (L.)";721;103;886;124
"2009";"Stein (L.)";581;88;772;67
"2010";"Stein (L.)";747;93;710;57
"2011";"Stein (L.)";710;93;736;115
"2012";"Stein (L.)";712;85;804;80
"2013";"Stein (L.)";708;85;730;76
"2014";"Stein (L.)";709;75;843;95
"2015";"Stein (L.)";796;108;782;85
"2016";"Stein (L.)";908;95;844;90
"2017";"Stein (L.)";906;107;879;94
"2018";"Stein (L.)";966;78;868;99
"2019";"Stein (L.)";944;112;869;80
"2020";"Stein (L.)";884;59;882;76
"2021";"Stein (L.)";941;86;858;113
"2022";"Stein (L.)";923;196;834;167
"2023";"Stein (L.)";926;112;845;98
"2002";"Stichtse Vecht";;;;
"2003";"Stichtse Vecht";;;;
"2004";"Stichtse Vecht";;;;
"2005";"Stichtse Vecht";;;;
"2006";"Stichtse Vecht";;;;
"2007";"Stichtse Vecht";;;;
"2008";"Stichtse Vecht";;;;
"2009";"Stichtse Vecht";;;;
"2010";"Stichtse Vecht";;;;
"2011";"Stichtse Vecht";2429;341;2365;295
"2012";"Stichtse Vecht";2349;416;2512;291
"2013";"Stichtse Vecht";2442;421;2305;365
"2014";"Stichtse Vecht";2596;431;2763;312
"2015";"Stichtse Vecht";2861;403;2836;389
"2016";"Stichtse Vecht";3238;453;3043;328
"2017";"Stichtse Vecht";2962;449;3151;322
"2018";"Stichtse Vecht";2733;457;3036;384
"2019";"Stichtse Vecht";3272;492;2995;296
"2020";"Stichtse Vecht";3144;412;3115;263
"2021";"Stichtse Vecht";3221;458;3370;258
"2022";"Stichtse Vecht";2901;965;2982;388
"2023";"Stichtse Vecht";3295;608;3245;558
"2002";"Strijen";305;25;389;33
"2003";"Strijen";328;24;311;18
"2004";"Strijen";315;10;383;28
"2005";"Strijen";309;20;365;27
"2006";"Strijen";307;17;360;34
"2007";"Strijen";298;20;343;39
"2008";"Strijen";321;33;383;31
"2009";"Strijen";272;20;316;32
"2010";"Strijen";278;20;324;19
"2011";"Strijen";297;12;287;27
"2012";"Strijen";271;15;343;28
"2013";"Strijen";280;13;354;23
"2014";"Strijen";385;17;319;21
"2015";"Strijen";375;31;334;20
"2016";"Strijen";404;18;342;30
"2017";"Strijen";457;31;443;14
"2018";"Strijen";443;28;442;14
"2019";"Strijen";;;;
"2020";"Strijen";;;;
"2021";"Strijen";;;;
"2022";"Strijen";;;;
"2023";"Strijen";;;;
"2002";"Súdwest-Fryslân";;;;
"2003";"Súdwest-Fryslân";;;;
"2004";"Súdwest-Fryslân";;;;
"2005";"Súdwest-Fryslân";;;;
"2006";"Súdwest-Fryslân";;;;
"2007";"Súdwest-Fryslân";;;;
"2008";"Súdwest-Fryslân";;;;
"2009";"Súdwest-Fryslân";;;;
"2010";"Súdwest-Fryslân";;;;
"2011";"Súdwest-Fryslân";1974;263;2061;179
"2012";"Súdwest-Fryslân";2065;272;2101;266
"2013";"Súdwest-Fryslân";2132;259;2236;246
"2014";"Súdwest-Fryslân";2241;226;2299;212
"2015";"Súdwest-Fryslân";2219;260;2355;209
"2016";"Súdwest-Fryslân";2561;286;2549;223
"2017";"Súdwest-Fryslân";2863;337;2936;220
"2018";"Súdwest-Fryslân";2884;412;2793;274
"2019";"Súdwest-Fryslân";2869;396;2651;291
"2020";"Súdwest-Fryslân";2953;324;2949;207
"2021";"Súdwest-Fryslân";3374;324;3063;219
"2022";"Súdwest-Fryslân";3247;1039;3084;407
"2023";"Súdwest-Fryslân";3090;486;3337;445
"2002";"Susteren";421;47;484;97
"2003";"Susteren";;;;
"2004";"Susteren";;;;
"2005";"Susteren";;;;
"2006";"Susteren";;;;
"2007";"Susteren";;;;
"2008";"Susteren";;;;
"2009";"Susteren";;;;
"2010";"Susteren";;;;
"2011";"Susteren";;;;
"2012";"Susteren";;;;
"2013";"Susteren";;;;
"2014";"Susteren";;;;
"2015";"Susteren";;;;
"2016";"Susteren";;;;
"2017";"Susteren";;;;
"2018";"Susteren";;;;
"2019";"Susteren";;;;
"2020";"Susteren";;;;
"2021";"Susteren";;;;
"2022";"Susteren";;;;
"2023";"Susteren";;;;
"2002";"Swalmen";305;22;255;37
"2003";"Swalmen";375;28;303;28
"2004";"Swalmen";317;16;274;41
"2005";"Swalmen";333;30;291;40
"2006";"Swalmen";296;15;325;39
"2007";"Swalmen";;;;
"2008";"Swalmen";;;;
"2009";"Swalmen";;;;
"2010";"Swalmen";;;;
"2011";"Swalmen";;;;
"2012";"Swalmen";;;;
"2013";"Swalmen";;;;
"2014";"Swalmen";;;;
"2015";"Swalmen";;;;
"2016";"Swalmen";;;;
"2017";"Swalmen";;;;
"2018";"Swalmen";;;;
"2019";"Swalmen";;;;
"2020";"Swalmen";;;;
"2021";"Swalmen";;;;
"2022";"Swalmen";;;;
"2023";"Swalmen";;;;
"2002";"Terneuzen";1044;389;1248;222
"2003";"Terneuzen";1386;369;1421;446
"2004";"Terneuzen";1368;352;1292;457
"2005";"Terneuzen";1450;386;1235;500
"2006";"Terneuzen";1408;333;1387;480
"2007";"Terneuzen";1407;411;1371;494
"2008";"Terneuzen";1411;442;1334;468
"2009";"Terneuzen";1037;395;1237;415
"2010";"Terneuzen";1168;459;1170;406
"2011";"Terneuzen";1163;550;1340;404
"2012";"Terneuzen";1128;690;1213;508
"2013";"Terneuzen";1136;683;1268;453
"2014";"Terneuzen";1158;631;1277;577
"2015";"Terneuzen";1187;723;1154;493
"2016";"Terneuzen";1332;949;1696;518
"2017";"Terneuzen";1222;785;1427;527
"2018";"Terneuzen";1256;1036;1420;529
"2019";"Terneuzen";1231;907;1465;594
"2020";"Terneuzen";1310;798;1341;488
"2021";"Terneuzen";1328;849;1339;557
"2022";"Terneuzen";1464;1437;1329;746
"2023";"Terneuzen";1429;1071;1494;671
"2002";"Terschelling";236;21;265;10
"2003";"Terschelling";219;5;235;18
"2004";"Terschelling";237;12;242;11
"2005";"Terschelling";230;17;242;1
"2006";"Terschelling";232;13;251;14
"2007";"Terschelling";226;9;231;7
"2008";"Terschelling";257;22;242;21
"2009";"Terschelling";261;26;255;17
"2010";"Terschelling";239;15;253;9
"2011";"Terschelling";283;19;251;15
"2012";"Terschelling";309;7;240;16
"2013";"Terschelling";332;8;331;14
"2014";"Terschelling";358;22;318;25
"2015";"Terschelling";350;22;289;23
"2016";"Terschelling";347;22;331;19
"2017";"Terschelling";346;39;320;21
"2018";"Terschelling";340;46;323;49
"2019";"Terschelling";317;47;327;35
"2020";"Terschelling";319;45;332;34
"2021";"Terschelling";357;70;296;26
"2022";"Terschelling";287;107;317;82
"2023";"Terschelling";313;73;343;68
"2002";"Texel";351;98;385;21
"2003";"Texel";370;41;447;48
"2004";"Texel";398;37;409;48
"2005";"Texel";400;52;450;49
"2006";"Texel";429;65;476;115
"2007";"Texel";463;52;489;63
"2008";"Texel";544;82;409;66
"2009";"Texel";478;78;415;43
"2010";"Texel";348;83;449;42
"2011";"Texel";421;68;450;58
"2012";"Texel";420;79;435;59
"2013";"Texel";448;50;508;67
"2014";"Texel";511;61;477;59
"2015";"Texel";504;81;472;61
"2016";"Texel";564;56;535;82
"2017";"Texel";591;102;531;59
"2018";"Texel";491;89;517;65
"2019";"Texel";525;81;483;46
"2020";"Texel";485;107;433;50
"2021";"Texel";498;100;480;67
"2022";"Texel";486;414;438;136
"2023";"Texel";408;190;559;113
"2002";"Teylingen";;;;
"2003";"Teylingen";;;;
"2004";"Teylingen";;;;
"2005";"Teylingen";;;;
"2006";"Teylingen";1665;107;1377;165
"2007";"Teylingen";1713;186;1480;165
"2008";"Teylingen";1490;242;1421;191
"2009";"Teylingen";1428;218;1317;155
"2010";"Teylingen";1358;175;1401;157
"2011";"Teylingen";1158;176;1375;161
"2012";"Teylingen";1414;205;1328;187
"2013";"Teylingen";1398;160;1512;137
"2014";"Teylingen";1389;172;1528;142
"2015";"Teylingen";1910;201;1572;153
"2016";"Teylingen";1818;234;1798;158
"2017";"Teylingen";2244;243;1906;139
"2018";"Teylingen";1794;258;1506;166
"2019";"Teylingen";1746;215;1459;174
"2020";"Teylingen";1890;180;1617;135
"2021";"Teylingen";1698;189;1624;163
"2022";"Teylingen";1908;373;1505;196
"2023";"Teylingen";1630;296;1731;222
"2002";"Tholen";633;57;639;58
"2003";"Tholen";850;74;600;50
"2004";"Tholen";796;73;676;45
"2005";"Tholen";823;49;755;73
"2006";"Tholen";846;51;655;61
"2007";"Tholen";687;76;709;65
"2008";"Tholen";647;97;741;59
"2009";"Tholen";532;87;632;83
"2010";"Tholen";574;85;590;46
"2011";"Tholen";603;80;700;80
"2012";"Tholen";565;66;665;72
"2013";"Tholen";550;68;710;56
"2014";"Tholen";654;80;711;85
"2015";"Tholen";615;105;708;85
"2016";"Tholen";743;125;784;74
"2017";"Tholen";820;91;820;99
"2018";"Tholen";908;109;815;77
"2019";"Tholen";799;115;941;91
"2020";"Tholen";1031;121;783;60
"2021";"Tholen";1092;87;871;77
"2022";"Tholen";851;420;778;172
"2023";"Tholen";860;187;881;194
"2002";"Thorn";108;9;149;1
"2003";"Thorn";83;6;98;16
"2004";"Thorn";189;8;102;22
"2005";"Thorn";111;8;111;5
"2006";"Thorn";133;10;116;14
"2007";"Thorn";;;;
"2008";"Thorn";;;;
"2009";"Thorn";;;;
"2010";"Thorn";;;;
"2011";"Thorn";;;;
"2012";"Thorn";;;;
"2013";"Thorn";;;;
"2014";"Thorn";;;;
"2015";"Thorn";;;;
"2016";"Thorn";;;;
"2017";"Thorn";;;;
"2018";"Thorn";;;;
"2019";"Thorn";;;;
"2020";"Thorn";;;;
"2021";"Thorn";;;;
"2022";"Thorn";;;;
"2023";"Thorn";;;;
"2002";"Tiel";1387;251;1428;218
"2003";"Tiel";1320;196;1520;207
"2004";"Tiel";1292;139;1498;183
"2005";"Tiel";1691;178;1436;229
"2006";"Tiel";1641;147;1510;241
"2007";"Tiel";1366;138;1510;250
"2008";"Tiel";1385;209;1587;216
"2009";"Tiel";1301;168;1350;136
"2010";"Tiel";1167;157;1330;167
"2011";"Tiel";1478;221;1299;187
"2012";"Tiel";1414;150;1317;151
"2013";"Tiel";1298;187;1367;228
"2014";"Tiel";1247;205;1616;163
"2015";"Tiel";1401;214;1529;208
"2016";"Tiel";1509;240;1690;148
"2017";"Tiel";1669;259;1778;216
"2018";"Tiel";1489;965;1711;258
"2019";"Tiel";1617;720;1656;499
"2020";"Tiel";1665;859;1864;858
"2021";"Tiel";1809;904;1670;636
"2022";"Tiel";1627;1203;1729;754
"2023";"Tiel";1881;681;1740;1011
"2002";"Tilburg";6963;1615;6523;2293
"2003";"Tilburg";7190;1467;6881;2001
"2004";"Tilburg";7090;1261;6711;2165
"2005";"Tilburg";7955;1268;6802;1898
"2006";"Tilburg";7885;1475;7245;2031
"2007";"Tilburg";7820;1706;7449;1861
"2008";"Tilburg";7828;2076;7442;1771
"2009";"Tilburg";7537;2211;7331;1844
"2010";"Tilburg";7392;2176;7125;1783
"2011";"Tilburg";7642;2389;7200;2108
"2012";"Tilburg";7974;2543;8030;2078
"2013";"Tilburg";8580;2801;8142;2026
"2014";"Tilburg";8940;2868;8347;2641
"2015";"Tilburg";8791;3358;8683;2560
"2016";"Tilburg";9234;3746;9670;2810
"2017";"Tilburg";9417;4042;9522;2335
"2018";"Tilburg";9013;4554;9003;3006
"2019";"Tilburg";8964;5075;8847;2848
"2020";"Tilburg";9308;4357;9354;3401
"2021";"Tilburg";9033;4839;8842;2761
"2022";"Tilburg";9242;6025;8889;3151
"2023";"Tilburg";9530;5428;9013;3781
"2002";"Tubbergen";356;35;398;55
"2003";"Tubbergen";315;28;409;56
"2004";"Tubbergen";442;30;364;40
"2005";"Tubbergen";432;25;420;49
"2006";"Tubbergen";492;35;438;50
"2007";"Tubbergen";444;45;483;46
"2008";"Tubbergen";518;69;444;24
"2009";"Tubbergen";484;60;409;32
"2010";"Tubbergen";393;48;440;36
"2011";"Tubbergen";481;56;501;47
"2012";"Tubbergen";423;59;512;48
"2013";"Tubbergen";480;48;493;39
"2014";"Tubbergen";475;71;552;47
"2015";"Tubbergen";490;38;553;28
"2016";"Tubbergen";583;41;569;42
"2017";"Tubbergen";663;45;649;25
"2018";"Tubbergen";589;55;545;36
"2019";"Tubbergen";562;66;590;56
"2020";"Tubbergen";657;39;585;46
"2021";"Tubbergen";593;60;567;34
"2022";"Tubbergen";518;136;518;65
"2023";"Tubbergen";546;132;645;68
"2002";"Twenterand";;;;
"2003";"Twenterand";701;51;822;81
"2004";"Twenterand";730;65;865;60
"2005";"Twenterand";680;54;925;69
"2006";"Twenterand";690;43;855;35
"2007";"Twenterand";738;48;941;39
"2008";"Twenterand";789;59;806;62
"2009";"Twenterand";632;51;784;39
"2010";"Twenterand";646;71;665;34
"2011";"Twenterand";748;60;686;52
"2012";"Twenterand";717;59;800;36
"2013";"Twenterand";728;53;854;57
"2014";"Twenterand";741;51;847;68
"2015";"Twenterand";739;59;862;53
"2016";"Twenterand";792;56;830;36
"2017";"Twenterand";866;51;893;42
"2018";"Twenterand";865;71;1028;39
"2019";"Twenterand";852;58;893;49
"2020";"Twenterand";889;43;913;36
"2021";"Twenterand";867;37;823;35
"2022";"Twenterand";852;238;827;88
"2023";"Twenterand";1028;148;912;58
"2002";"Tynaarlo";1445;362;1540;106
"2003";"Tynaarlo";1621;219;1423;151
"2004";"Tynaarlo";1436;140;1394;87
"2005";"Tynaarlo";1548;75;1746;116
"2006";"Tynaarlo";1405;105;1653;59
"2007";"Tynaarlo";1910;68;1585;84
"2008";"Tynaarlo";1742;96;1447;78
"2009";"Tynaarlo";1591;108;1393;66
"2010";"Tynaarlo";1420;114;1362;68
"2011";"Tynaarlo";1488;90;1479;97
"2012";"Tynaarlo";1540;82;1432;24
"2013";"Tynaarlo";1556;92;1475;36
"2014";"Tynaarlo";1619;100;1556;64
"2015";"Tynaarlo";1957;96;1588;102
"2016";"Tynaarlo";2084;105;1586;71
"2017";"Tynaarlo";2183;98;1881;62
"2018";"Tynaarlo";2169;126;1870;80
"2019";"Tynaarlo";2116;104;1897;80
"2020";"Tynaarlo";2059;117;1863;48
"2021";"Tynaarlo";2133;98;1769;68
"2022";"Tynaarlo";2358;285;1996;105
"2023";"Tynaarlo";2203;116;1879;144
"2002";"Tytsjerksteradiel";1154;209;1100;59
"2003";"Tytsjerksteradiel";1233;120;1060;59
"2004";"Tytsjerksteradiel";1132;77;1098;87
"2005";"Tytsjerksteradiel";1261;62;1199;45
"2006";"Tytsjerksteradiel";1348;84;1205;12
"2007";"Tytsjerksteradiel";1155;130;1364;25
"2008";"Tytsjerksteradiel";1233;232;1452;71
"2009";"Tytsjerksteradiel";1023;410;1354;72
"2010";"Tytsjerksteradiel";1069;362;1362;143
"2011";"Tytsjerksteradiel";1123;286;1328;89
"2012";"Tytsjerksteradiel";1049;230;1311;141
"2013";"Tytsjerksteradiel";1195;146;1233;78
